Model	Count	Correct	False Positive	False Negative	PredictY	PredictN	Image Key	Prompt
./answers/First,.json	115	1	0	0	1	0	There is a smartphone in the right image.##test1/test1-491-3-img0.png##test1/test1-491-3-img1.png	First,##a laptop on the table##a mobile phone and a laptop
./answers/Let's think.json	115	1	0	0	1	0	There is a smartphone in the right image.##test1/test1-491-3-img0.png##test1/test1-491-3-img1.png	Let's think##the laptop##a laptop, smartphone and tablet on a table
./answers/caption.json	117	1	0	0	1	0	there is a mouse on a mousepad next to a keyboard##test1/test1-491-1-img0.png##test1/test1-491-1-img1.png	a laptop computer sitting on top of a desk##a desk with two computer monitors and a laptop##
./answers/Let's think.json	117	1	0	0	1	0	there is a mouse on a mousepad next to a keyboard##test1/test1-491-1-img0.png##test1/test1-491-1-img1.png	Let's think##the laptop##a laptop
./answers/caption.json	118	1	0	0	1	0	there is a mouse on a mousepad next to a keyboard##test1/test1-491-2-img0.png##test1/test1-491-2-img1.png	three pictures of two laptop computers and a woman##a computer monitor sitting on top of a desk with a keyboard##
./answers/Firstly,.json	118	1	0	0	1	0	there is a mouse on a mousepad next to a keyboard##test1/test1-491-2-img0.png##test1/test1-491-2-img1.png	Firstly,##the keyboard is black##no
./answers/First,.json	118	1	0	0	1	0	there is a mouse on a mousepad next to a keyboard##test1/test1-491-2-img0.png##test1/test1-491-2-img1.png	First,##people are enjoying the outdoors##no
./answers/caption.json	121	1	0	0	1	0	There are only laptop computers.##test1/test1-311-2-img0.png##test1/test1-311-2-img1.png	a laptop computer sitting on top of a table##a laptop computer with a disk on the screen##
./answers/Let's think.json	121	1	0	0	1	0	There are only laptop computers.##test1/test1-311-2-img0.png##test1/test1-311-2-img1.png	Let's think##the laptop##a laptop
./answers/caption.json	124	1	0	0	1	0	There are only laptop computers.##test1/test1-311-3-img0.png##test1/test1-311-3-img1.png	a laptop computer sitting on top of a table##a laptop computer with the hp logo on the screen##
./answers/Let's think.json	124	1	0	0	1	0	There are only laptop computers.##test1/test1-311-3-img0.png##test1/test1-311-3-img1.png	Let's think##a laptop##laptop
./answers/Let's think.json	141	1	0	0	0	1	One image contains a single laptop open to greater than 90-degrees with its screen visible, and the other image includes a rear-facing laptop open to less than 90-degrees.##test1/test1-279-0-img0.png##test1/test1-279-0-img1.png	Let's think##the wii##the laptop
./answers/caption.json	157	1	0	0	1	0	Fingers are touching the keyboards in both images.##test1/test1-569-0-img0.png##test1/test1-569-0-img1.png	a hand is typing on a laptop computer##a person is typing on a laptop computer##
./answers/Firstly,.json	157	1	0	0	1	0	Fingers are touching the keyboards in both images.##test1/test1-569-0-img0.png##test1/test1-569-0-img1.png	Firstly,##buttons on the keyboard##a laptop
./answers/First,.json	157	1	0	0	1	0	Fingers are touching the keyboards in both images.##test1/test1-569-0-img0.png##test1/test1-569-0-img1.png	First,##buttons on the keyboard##a laptop
./answers/Let's think.json	157	1	0	0	1	0	Fingers are touching the keyboards in both images.##test1/test1-569-0-img0.png##test1/test1-569-0-img1.png	Let's think##a computer##the man
./answers/Firstly,.json	162	1	0	0	1	0	You can see the keyboard to the laptop on the right.##test1/test1-667-3-img0.png##test1/test1-667-3-img1.png	Firstly,##a keyboard##a laptop
./answers/First,.json	162	1	0	0	1	0	You can see the keyboard to the laptop on the right.##test1/test1-667-3-img0.png##test1/test1-667-3-img1.png	First,##a keyboard##no
./answers/Let's think.json	162	1	0	0	1	0	You can see the keyboard to the laptop on the right.##test1/test1-667-3-img0.png##test1/test1-667-3-img1.png	Let's think##the laptop##the laptop
./answers/caption.json	163	1	0	0	0	1	You can see the keyboard to the laptop on the right.##test1/test1-667-2-img0.png##test1/test1-667-2-img1.png	a laptop computer sitting on top of a keyboard##a laptop computer sitting on top of a table##
./answers/Firstly,.json	163	1	0	0	0	1	You can see the keyboard to the laptop on the right.##test1/test1-667-2-img0.png##test1/test1-667-2-img1.png	Firstly,##a keyboard##tablet on the right
./answers/First,.json	163	1	0	0	0	1	You can see the keyboard to the laptop on the right.##test1/test1-667-2-img0.png##test1/test1-667-2-img1.png	First,##a keyboard##tablet on the right
./answers/Firstly,.json	169	1	0	0	0	1	There are human hands showcasing the dough.##test1/test1-748-1-img0.png##test1/test1-748-1-img1.png	Firstly,##the noodles are being cooked##the cake is striped
./answers/Let's think.json	169	1	0	0	0	1	There are human hands showcasing the dough.##test1/test1-748-1-img0.png##test1/test1-748-1-img1.png	Let's think##spaghetti noodles on a grater##the cake
./answers/caption.json	170	1	0	0	1	0	There are human hands showcasing the dough.##test1/test1-748-0-img0.png##test1/test1-748-0-img1.png	a person holding a spoon of food over a jar of ice cream##a bowl of chocolate chip cookie dough on a table with a spoon##
./answers/caption.json	178	1	0	0	1	0	All photos show a human actively slicing homemade dough into noodles.##test1/test1-530-3-img0.png##test1/test1-530-3-img1.png	a person cutting noodles with a knife on a cutting board##a person is cutting up some food with a knife##
./answers/Firstly,.json	178	1	0	0	1	0	All photos show a human actively slicing homemade dough into noodles.##test1/test1-530-3-img0.png##test1/test1-530-3-img1.png	Firstly,##a view of food##a knife
./answers/First,.json	178	1	0	0	1	0	All photos show a human actively slicing homemade dough into noodles.##test1/test1-530-3-img0.png##test1/test1-530-3-img1.png	First,##a view of food##a knife
./answers/caption.json	184	1	0	0	1	0	Balls of dough are spread out on a surface in one of the images.##test1/test1-729-0-img0.png##test1/test1-729-0-img1.png	a person making a dumpling on a wooden table##four balls of dough wrapped in plastic on a table##
./answers/Firstly,.json	184	1	0	0	1	0	Balls of dough are spread out on a surface in one of the images.##test1/test1-729-0-img0.png##test1/test1-729-0-img1.png	Firstly,##the dough is kneaded##the dough is white
./answers/First,.json	184	1	0	0	1	0	Balls of dough are spread out on a surface in one of the images.##test1/test1-729-0-img0.png##test1/test1-729-0-img1.png	First,##a piece of food.##the dough is white
./answers/Let's think.json	184	1	0	0	1	0	Balls of dough are spread out on a surface in one of the images.##test1/test1-729-0-img0.png##test1/test1-729-0-img1.png	Let's think##a piece of dumpling dough##the dough
./answers/Firstly,.json	185	1	0	0	0	1	Balls of dough are spread out on a surface in one of the images.##test1/test1-729-3-img0.png##test1/test1-729-3-img1.png	Firstly,##people are enjoying the outdoors##a view of food
./answers/First,.json	185	1	0	0	0	1	Balls of dough are spread out on a surface in one of the images.##test1/test1-729-3-img0.png##test1/test1-729-3-img1.png	First,##people are enjoying the outdoors##a view of food
./answers/caption.json	186	1	0	0	1	0	Balls of dough are spread out on a surface in one of the images.##test1/test1-729-2-img0.png##test1/test1-729-2-img1.png	a bunch of balls of dough on a pan##a large burrito sitting on a table with a plate of food##
./answers/Firstly,.json	190	1	0	0	0	1	One image shows multiple round shapes, and the other image features a puffy looking oblong item sprinkled with tiny black seeds.##test1/test1-729-0-img0.png##test1/test1-729-0-img1.png	Firstly,##the dough is kneaded##the dough is white
./answers/caption.json	198	1	0	0	0	1	In two of the images, the unbaked puffed pastry dough is folded and has finger poke marks on top.##test1/test1-922-1-img0.png##test1/test1-922-1-img1.png	a person kneading a piece of dough on a table##a person is measuring out dough in a bowl##
./answers/Firstly,.json	198	1	0	0	0	1	In two of the images, the unbaked puffed pastry dough is folded and has finger poke marks on top.##test1/test1-922-1-img0.png##test1/test1-922-1-img1.png	Firstly,##the dough is white##the dough is white
./answers/First,.json	198	1	0	0	0	1	In two of the images, the unbaked puffed pastry dough is folded and has finger poke marks on top.##test1/test1-922-1-img0.png##test1/test1-922-1-img1.png	First,##the dough is white##the dough is white
./answers/Firstly,.json	201	1	0	0	0	1	One image shows a rectangle of folded dough on a wood board, with finger-tip impressions on one edge of the dough.##test1/test1-922-0-img0.png##test1/test1-922-0-img1.png	Firstly,##the dough is white##rolling pin on the table
./answers/First,.json	201	1	0	0	0	1	One image shows a rectangle of folded dough on a wood board, with finger-tip impressions on one edge of the dough.##test1/test1-922-0-img0.png##test1/test1-922-0-img1.png	First,##the dough is white##dough on the table
./answers/caption.json	204	1	0	0	1	0	A person is stretching the dough in the air in each of the images.##test1/test1-210-3-img0.png##test1/test1-210-3-img1.png	a chef is holding a large rope in a kitchen##a man in an apron is holding a long string of dough##
./answers/Firstly,.json	204	1	0	0	1	0	A person is stretching the dough in the air in each of the images.##test1/test1-210-3-img0.png##test1/test1-210-3-img1.png	Firstly,##a view of cloth##a view of cloth
./answers/First,.json	204	1	0	0	1	0	A person is stretching the dough in the air in each of the images.##test1/test1-210-3-img0.png##test1/test1-210-3-img1.png	First,##a view of cloth##a view of cloth
./answers/Let's think.json	204	1	0	0	1	0	A person is stretching the dough in the air in each of the images.##test1/test1-210-3-img0.png##test1/test1-210-3-img1.png	Let's think##a man##the man
./answers/caption.json	205	1	0	0	1	0	A person is stretching the dough in the air in each of the images.##test1/test1-210-2-img0.png##test1/test1-210-2-img1.png	a woman is spinning a large rope in a room##a chef holding a large tube in a kitchen##
./answers/First,.json	205	1	0	0	1	0	A person is stretching the dough in the air in each of the images.##test1/test1-210-2-img0.png##test1/test1-210-2-img1.png	First,##the scarf is pink##a view of rope
./answers/Let's think.json	217	1	0	0	1	0	There are only two dumbbells, and at least one of them is black.##test1/test1-220-2-img0.png##test1/test1-220-2-img1.png	Let's think##the beginning of the end of the dumbbell##a dumbbell
./answers/caption.json	221	1	0	0	0	1	The left and right image contains the same number of black weights.##test1/test1-220-2-img0.png##test1/test1-220-2-img1.png	a yellow dumbbell sitting on a white background##a black dumbbell sitting on top of a white background##
./answers/Firstly,.json	221	1	0	0	0	1	The left and right image contains the same number of black weights.##test1/test1-220-2-img0.png##test1/test1-220-2-img1.png	Firstly,##no##no
./answers/First,.json	221	1	0	0	0	1	The left and right image contains the same number of black weights.##test1/test1-220-2-img0.png##test1/test1-220-2-img1.png	First,##yes##no
./answers/caption.json	230	1	0	0	0	1	The weights in the right image are in use by a man, unlike the weights in the left image.##test1/test1-660-3-img0.png##test1/test1-660-3-img1.png	a bunch of dumbbells are lined up in a gym##rows of dumbbells in a row in a gym##
./answers/Firstly,.json	230	1	0	0	0	1	The weights in the right image are in use by a man, unlike the weights in the left image.##test1/test1-660-3-img0.png##test1/test1-660-3-img1.png	Firstly,##gray dumbbells with white handles##a bunch of black gym dumbbells
./answers/First,.json	230	1	0	0	0	1	The weights in the right image are in use by a man, unlike the weights in the left image.##test1/test1-660-3-img0.png##test1/test1-660-3-img1.png	First,##gray dumbbells on a rack##a bunch of black gym dumbbells
./answers/Let's think.json	230	1	0	0	0	1	The weights in the right image are in use by a man, unlike the weights in the left image.##test1/test1-660-3-img0.png##test1/test1-660-3-img1.png	Let's think##the weights are brown##many black dumbbells in a gym
./answers/First,.json	232	1	0	0	1	0	The weights in the right image are in use by a man, unlike the weights in the left image.##test1/test1-660-0-img0.png##test1/test1-660-0-img1.png	First,##a bunch of dumbbells##the men are working out
./answers/caption.json	241	1	0	0	1	0	There are only women in the left image.##test1/test1-141-3-img0.png##test1/test1-141-3-img1.png	a group of women exercising with dumbbells in a gym##group of people in a gym exercising with dumbbells##
./answers/Firstly,.json	241	1	0	0	1	0	There are only women in the left image.##test1/test1-141-3-img0.png##test1/test1-141-3-img1.png	Firstly,##a woman holding dumbbells##group of people in a pilates class
./answers/First,.json	241	1	0	0	1	0	There are only women in the left image.##test1/test1-141-3-img0.png##test1/test1-141-3-img1.png	First,##a woman holding dumbbells##group of people in a pilates class
./answers/Let's think.json	241	1	0	0	1	0	There are only women in the left image.##test1/test1-141-3-img0.png##test1/test1-141-3-img1.png	Let's think##the women are holding dumbbells##group of people in an aerobics class
./answers/Firstly,.json	255	1	0	0	0	1	One image has only two, blue dumbells and the other image has dumbbells of multiple colors.##test1/test1-581-3-img0.png##test1/test1-581-3-img1.png	Firstly,##all the weights in the box##a set of pink and blue knobs
./answers/caption.json	261	1	0	0	1	0	A man is sitting.##test1/test1-468-0-img0.png##test1/test1-468-0-img1.png	a man is holding weights in a gym##a man is sitting on a bench in the gym##
./answers/Firstly,.json	261	1	0	0	1	0	A man is sitting.##test1/test1-468-0-img0.png##test1/test1-468-0-img1.png	Firstly,##a row of black dumbbells##muscle man working out at a gym
./answers/First,.json	261	1	0	0	1	0	A man is sitting.##test1/test1-468-0-img0.png##test1/test1-468-0-img1.png	First,##a row of dumbbells##muscle man working out at a gym
./answers/Let's think.json	261	1	0	0	1	0	A man is sitting.##test1/test1-468-0-img0.png##test1/test1-468-0-img1.png	Let's think##a man lifting weights##muscle man working out at the gym
./answers/Firstly,.json	263	1	0	0	0	1	A man is sitting.##test1/test1-468-1-img0.png##test1/test1-468-1-img1.png	Firstly,##a group of young men exercising on treadmills##the man is holding dumbbells
./answers/caption.json	285	1	0	0	1	0	One bright-colored sliding door with a rectangular window in it is fully open, revealing a nearly empty white space beyond the doorway.##test1/test1-237-3-img0.png##test1/test1-237-3-img1.png	a bathroom with a toilet and a shower##an open door to a jail cell with the door open##
./answers/Firstly,.json	285	1	0	0	1	0	One bright-colored sliding door with a rectangular window in it is fully open, revealing a nearly empty white space beyond the doorway.##test1/test1-237-3-img0.png##test1/test1-237-3-img1.png	Firstly,##a bathroom door##the door is orange
./answers/First,.json	285	1	0	0	1	0	One bright-colored sliding door with a rectangular window in it is fully open, revealing a nearly empty white space beyond the doorway.##test1/test1-237-3-img0.png##test1/test1-237-3-img1.png	First,##a bathroom door##the door is orange
./answers/Let's think.json	285	1	0	0	1	0	One bright-colored sliding door with a rectangular window in it is fully open, revealing a nearly empty white space beyond the doorway.##test1/test1-237-3-img0.png##test1/test1-237-3-img1.png	Let's think##this is a bathroom with a toilet and a bathtub##the door is orange
./answers/caption.json	286	1	0	0	1	0	One or more dogs are visible.##test1/test1-131-3-img0.png##test1/test1-131-3-img1.png	a dog is walking through a glass door##a window with a reflection of a room in it##
./answers/Firstly,.json	286	1	0	0	1	0	One or more dogs are visible.##test1/test1-131-3-img0.png##test1/test1-131-3-img1.png	Firstly,##the dogs are playing with each other##this is a window
./answers/First,.json	286	1	0	0	1	0	One or more dogs are visible.##test1/test1-131-3-img0.png##test1/test1-131-3-img1.png	First,##the dogs are playing with each other##this is a window
./answers/Let's think.json	286	1	0	0	1	0	One or more dogs are visible.##test1/test1-131-3-img0.png##test1/test1-131-3-img1.png	Let's think##the dogs are playing with each other##a window on the building
./answers/caption.json	288	1	0	0	1	0	One or more dogs are visible.##test1/test1-131-0-img0.png##test1/test1-131-0-img1.png	a small dog is standing at a door##a glass door leading to a backyard with a patio##
./answers/Firstly,.json	288	1	0	0	1	0	One or more dogs are visible.##test1/test1-131-0-img0.png##test1/test1-131-0-img1.png	Firstly,##this is a window##a window on the building
./answers/First,.json	288	1	0	0	1	0	One or more dogs are visible.##test1/test1-131-0-img0.png##test1/test1-131-0-img1.png	First,##this is a window##a window on the building
./answers/Let's think.json	288	1	0	0	1	0	One or more dogs are visible.##test1/test1-131-0-img0.png##test1/test1-131-0-img1.png	Let's think##the dog##this is a sliding glass door
